date,value
1993-4-4,0.6382
1993-4-5,0.6405
1993-4-6,0.6425
1993-4-7,0.6425
1993-4-8,0.6428
1993-4-9,0.6425
1993-4-10,0.6402
1993-4-11,0.6396
1993-4-12,0.6381
1993-4-13,0.637
1993-4-14,0.6368
1993-4-15,0.6365
1993-4-16,0.6405
1993-4-17,0.6413
1993-4-18,0.641
1993-4-19,0.638
1993-4-20,0.6392
1993-4-21,0.6395
1993-4-22,0.6417
1993-4-23,0.6415
1993-4-24,0.6433
1993-4-25,0.6453
1993-4-26,0.6443
1993-4-27,0.642
1993-4-28,0.6401
1993-4-29,0.639
1993-4-30,0.6388
1993-5-1,0.639
1993-5-2,0.6405
1993-5-3,0.637
1993-5-4,0.6315
1993-5-5,0.6311
1993-5-6,0.6302
1993-5-7,0.6327
1993-5-8,0.6342
1993-5-9,0.6335
1993-5-10,0.6328
1993-5-11,0.6343
1993-5-12,0.6347
1993-5-13,0.6395
1993-5-14,0.6355
1993-5-15,0.635
1993-5-16,0.6323
1993-5-17,0.6321
1993-5-18,0.6358
1993-5-19,0.6335
1993-5-20,0.6333
1993-5-21,0.6345
1993-5-22,0.6383
1993-5-23,0.6432
1993-5-24,0.6452
1993-5-25,0.6442
1993-5-26,0.646
1993-5-27,0.6465
1993-5-28,0.6507
1993-5-29,0.6504
1993-5-30,0.6505
1993-5-31,0.6415
1993-6-1,0.6463
1993-6-2,0.6447
1993-6-3,0.6465
1993-6-4,0.647
1993-6-5,0.6482
1993-6-6,0.6505
1993-6-7,0.6481
1993-6-8,0.6482
1993-6-9,0.6491
1993-6-10,0.6497
1993-6-11,0.6549
1993-6-12,0.6548
1993-6-13,0.655
1993-6-14,0.657
1993-6-15,0.658
1993-6-16,0.663
1993-6-17,0.6645
1993-6-18,0.6628
1993-6-19,0.667
1993-6-20,0.6728
1993-6-21,0.672
1993-6-22,0.6751
1993-6-23,0.6718
1993-6-24,0.6695
1993-6-25,0.6716
1993-6-26,0.672
1993-6-27,0.6721
1993-6-28,0.6737
1993-6-29,0.6663
1993-6-30,0.6737
1993-7-1,0.6718
1993-7-2,0.6744
1993-7-3,0.675
1993-7-4,0.6762
1993-7-5,0.6785
1993-7-6,0.6753
1993-7-7,0.6755
1993-7-8,0.6752
1993-7-9,0.6713
1993-7-10,0.6695
1993-7-11,0.662
1993-7-12,0.6616
1993-7-13,0.6628
1993-7-14,0.6666
1993-7-15,0.661
1993-7-16,0.656
1993-7-17,0.6576
1993-7-18,0.6604
1993-7-19,0.6588
1993-7-20,0.664
1993-7-21,0.669
1993-7-22,0.6673
1993-7-23,0.6647
1993-7-24,0.6613
1993-7-25,0.6678
1993-7-26,0.668
1993-7-27,0.6703
1993-7-28,0.672
1993-7-29,0.6703
1993-7-30,0.668
1993-7-31,0.6675
1993-8-1,0.6693
1993-8-2,0.6712
1993-8-3,0.6687
1993-8-4,0.6691
1993-8-5,0.6712
1993-8-6,0.6722
1993-8-7,0.6725
1993-8-8,0.6705
1993-8-9,0.67
1993-8-10,0.672
1993-8-11,0.6713
1993-8-12,0.6682
1993-8-13,0.6685
1993-8-14,0.6685
1993-8-15,0.6705
1993-8-16,0.6714
1993-8-17,0.6757
1993-8-18,0.6774
1993-8-19,0.6727
1993-8-20,0.6735
1993-8-21,0.6728
1993-8-22,0.6756
1993-8-23,0.6763
1993-8-24,0.6745
1993-8-25,0.6753
1993-8-26,0.6755
1993-8-27,0.6763
1993-8-28,0.6746
1993-8-29,0.676
1993-8-30,0.6762
1993-8-31,0.6745
1993-9-1,0.6697
1993-9-2,0.671
1993-9-3,0.6738
1993-9-4,0.6732
1993-9-5,0.6706
1993-9-6,0.6705
1993-9-7,0.6695
1993-9-8,0.6687
1993-9-9,0.6655
1993-9-10,0.662
1993-9-11,0.6573
1993-9-12,0.6613
1993-9-13,0.6638
1993-9-14,0.6555
1993-9-15,0.6503
1993-9-16,0.646
1993-9-17,0.648
1993-9-18,0.6505
1993-9-19,0.6486
1993-9-20,0.6475
1993-9-21,0.6435
1993-9-22,0.6505
1993-9-23,0.6526
1993-9-24,0.6525
1993-9-25,0.65
1993-9-26,0.6502
1993-9-27,0.6531
1993-9-28,0.6525
1993-9-29,0.6507
1993-9-30,0.6515
1993-10-1,0.6505
1993-10-2,0.651
1993-10-3,0.6535
1993-10-4,0.6558
1993-10-5,0.6578
1993-10-6,0.6576
1993-10-7,0.656
1993-10-8,0.6578
1993-10-9,0.6605
1993-10-10,0.6634
1993-10-11,0.663
1993-10-12,0.6603
1993-10-13,0.6574
1993-10-14,0.6559
1993-10-15,0.655
1993-10-16,0.658
1993-10-17,0.6579
1993-10-18,0.656
1993-10-19,0.6583
1993-10-20,0.66
1993-10-21,0.6618
1993-10-22,0.6591
1993-10-23,0.6605
1993-10-24,0.6614
1993-10-25,0.6608
1993-10-26,0.6605
1993-10-27,0.658
1993-10-28,0.6575
1993-10-29,0.658
1993-10-30,0.6603
1993-10-31,0.661
1993-11-1,0.659
1993-11-2,0.6555
1993-11-3,0.6566
1993-11-4,0.6565
1993-11-5,0.66
1993-11-6,0.66
1993-11-7,0.655
1993-11-8,0.656
1993-11-9,0.6545
1993-11-10,0.655
1993-11-11,0.654
1993-11-12,0.653
1993-11-13,0.6515
1993-11-14,0.653
1993-11-15,0.6508
1993-11-16,0.6502
1993-11-17,0.6469
1993-11-18,0.6472
1993-11-19,0.6475
1993-11-20,0.6511
1993-11-21,0.6532
1993-11-22,0.6525
1993-11-23,0.6513
1993-11-24,0.6509
1993-11-25,0.6555
1993-11-26,0.6553
1993-11-27,0.6527
1993-11-28,0.6485
1993-11-29,0.648
1993-11-30,0.6465
1993-12-1,0.6468
1993-12-2,0.647
1993-12-3,0.646
1993-12-4,0.6463
1993-12-5,0.6451
1993-12-6,0.6465
1993-12-7,0.653
1993-12-8,0.6518
1993-12-9,0.6525
1993-12-10,0.6525
1993-12-11,0.6523
1993-12-12,0.6523
1993-12-13,0.6508
1993-12-14,0.6515
1993-12-15,0.6544
1993-12-16,0.6536
1993-12-17,0.6537
1993-12-18,0.6535
1993-12-19,0.6544
1993-12-20,0.6544
1993-12-21,0.6575
1993-12-22,0.6594
1993-12-23,0.6585
1993-12-24,0.658
1993-12-25,0.6585
1993-12-26,0.6622
1993-12-27,0.663
1993-12-28,0.6622
1993-12-29,0.6622
1993-12-30,0.6652
1993-12-31,0.6645
1994-1-1,0.662
1994-1-2,0.6654
1994-1-3,0.6668
1994-1-4,0.6668
1994-1-5,0.6672
1994-1-6,0.667
1994-1-7,0.6722
1994-1-8,0.675
1994-1-9,0.6764
1994-1-10,0.6763
1994-1-11,0.6763
1994-1-12,0.6727
1994-1-13,0.674
1994-1-14,0.6745
1994-1-15,0.6733
1994-1-16,0.673
1994-1-17,0.6747
1994-1-18,0.676
1994-1-19,0.6783
1994-1-20,0.6782
1994-1-21,0.6762
1994-1-22,0.6745
1994-1-23,0.6765
1994-1-24,0.6763
1994-1-25,0.6739
1994-1-26,0.6697
1994-1-27,0.6731
1994-1-28,0.6736
1994-1-29,0.6729
1994-1-30,0.675
1994-1-31,0.675
1994-2-1,0.6726
1994-2-2,0.6755
1994-2-3,0.6792
1994-2-4,0.6835
1994-2-5,0.6835
1994-2-6,0.689
1994-2-7,0.683
1994-2-8,0.681
1994-2-9,0.6821
1994-2-10,0.6857
1994-2-11,0.6869
1994-2-12,0.6869
1994-2-13,0.6868
1994-2-14,0.6825
1994-2-15,0.6828
1994-2-16,0.6783
1994-2-17,0.6807
1994-2-18,0.685
1994-2-19,0.6842
1994-2-20,0.6813
1994-2-21,0.6813
1994-2-22,0.6825
1994-2-23,0.6833
1994-2-24,0.682
1994-2-25,0.681
1994-2-26,0.6763
1994-2-27,0.677
1994-2-28,0.6783
1994-3-1,0.6785
1994-3-2,0.6819
1994-3-3,0.6842
1994-3-4,0.6855
1994-3-5,0.6865
1994-3-6,0.6828
1994-3-7,0.6818
1994-3-8,0.6825
1994-3-9,0.684
1994-3-10,0.6865
1994-3-11,0.6869
1994-3-12,0.6849
1994-3-13,0.689
1994-3-14,0.6855
1994-3-15,0.6866
1994-3-16,0.6886
1994-3-17,0.688
1994-3-18,0.6875
1994-3-19,0.6905
1994-3-20,0.6875
1994-3-21,0.6887
1994-3-22,0.6872
1994-3-23,0.6872
1994-3-24,0.686
1994-3-25,0.6823
1994-3-26,0.6825
1994-3-27,0.6832
1994-3-28,0.6842
1994-3-29,0.6833
1994-3-30,0.6854
1994-3-31,0.6848
1994-4-1,0.6831
1994-4-2,0.6795
1994-4-3,0.6805
1994-4-4,0.678
1994-4-5,0.6767
1994-4-6,0.6678
1994-4-7,0.6693
1994-4-8,0.6728
1994-4-9,0.6731
1994-4-10,0.6727
1994-4-11,0.6724
1994-4-12,0.6742
1994-4-13,0.6748
1994-4-14,0.6749
1994-4-15,0.6773
1994-4-16,0.6786
1994-4-17,0.6787
1994-4-18,0.677
1994-4-19,0.6798
1994-4-20,0.6823
1994-4-21,0.683
1994-4-22,0.686
1994-4-23,0.6846
1994-4-24,0.6843
1994-4-25,0.6823
1994-4-26,0.688
1994-4-27,0.6888
1994-4-28,0.6875
1994-4-29,0.688
1994-4-30,0.6885
1994-5-1,0.6875
1994-5-2,0.6854
1994-5-3,0.6884
1994-5-4,0.6885
1994-5-5,0.6889
1994-5-6,0.693
1994-5-7,0.6952
1994-5-8,0.693
1994-5-9,0.696
1994-5-10,0.697
1994-5-11,0.697
1994-5-12,0.6949
1994-5-13,0.6942
1994-5-14,0.6892
1994-5-15,0.6832
1994-5-16,0.6833
1994-5-17,0.6836
1994-5-18,0.6875
1994-5-19,0.6872
1994-5-20,0.6873
1994-5-21,0.6882
1994-5-22,0.6857
1994-5-23,0.6842
1994-5-24,0.6855
1994-5-25,0.6871
1994-5-26,0.689
1994-5-27,0.689
1994-5-28,0.6899
1994-5-29,0.692
1994-5-30,0.6913
1994-5-31,0.694
1994-6-1,0.6943
1994-6-2,0.692
1994-6-3,0.692
1994-6-4,0.6928
1994-6-5,0.69
1994-6-6,0.6918
1994-6-7,0.6922
1994-6-8,0.6939
1994-6-9,0.6941
1994-6-10,0.6953
1994-6-11,0.6944
1994-6-12,0.697
1994-6-13,0.6947
1994-6-14,0.6955
1994-6-15,0.6945
1994-6-16,0.6988
1994-6-17,0.7021
1994-6-18,0.6995
1994-6-19,0.6916
1994-6-20,0.6981
1994-6-21,0.6978
1994-6-22,0.6986
1994-6-23,0.6995
1994-6-24,0.6996
1994-6-25,0.699
1994-6-26,0.6995
1994-6-27,0.6992
1994-6-28,0.6987
1994-6-29,0.6994
1994-6-30,0.6922
1994-7-1,0.6915
1994-7-2,0.6894
1994-7-3,0.6922
1994-7-4,0.6932
1994-7-5,0.6965
1994-7-6,0.6965
1994-7-7,0.7002
1994-7-8,0.7065
1994-7-9,0.7131
1994-7-10,0.7098
1994-7-11,0.7102
1994-7-12,0.7008
1994-7-13,0.703
1994-7-14,0.7054
1994-7-15,0.7055
1994-7-16,0.7058
1994-7-17,0.707
1994-7-18,0.7083
1994-7-19,0.7085
1994-7-20,0.7105
1994-7-21,0.7113
1994-7-22,0.7062
1994-7-23,0.7091
1994-7-24,0.7068
1994-7-25,0.71
1994-7-26,0.712
1994-7-27,0.7058
1994-7-28,0.7088
1994-7-29,0.7113
1994-7-30,0.7098
1994-7-31,0.712
1994-8-1,0.7148
1994-8-2,0.7123
1994-8-3,0.7088
1994-8-4,0.7082
1994-8-5,0.7108
1994-8-6,0.7113
1994-8-7,0.7065
1994-8-8,0.712
1994-8-9,0.703
1994-8-10,0.7032
1994-8-11,0.707
1994-8-12,0.6985
1994-8-13,0.6955
1994-8-14,0.7006
1994-8-15,0.7015
1994-8-16,0.698
1994-8-17,0.7077
1994-8-18,0.7055
1994-8-19,0.7073
1994-8-20,0.7083
1994-8-21,0.7075
1994-8-22,0.7072
1994-8-23,0.706
1994-8-24,0.7065
1994-8-25,0.7055
1994-8-26,0.7065
1994-8-27,0.7072
1994-8-28,0.7075
1994-8-29,0.7081
1994-8-30,0.7097
1994-8-31,0.7067
1994-9-1,0.7065
1994-9-2,0.705
1994-9-3,0.7035
1994-9-4,0.703
1994-9-5,0.7037
1994-9-6,0.7064
1994-9-7,0.7085
1994-9-8,0.7041
1994-9-9,0.7042
1994-9-10,0.6967
1994-9-11,0.6935
1994-9-12,0.69
1994-9-13,0.6874
1994-9-14,0.6883
1994-9-15,0.69
1994-9-16,0.6885
1994-9-17,0.6882
1994-9-18,0.6898
1994-9-19,0.6909
1994-9-20,0.6885
1994-9-21,0.6835
1994-9-22,0.6842
1994-9-23,0.6876
1994-9-24,0.687
1994-9-25,0.6946
1994-9-26,0.6935
1994-9-27,0.6894
1994-9-28,0.69
1994-9-29,0.6938
1994-9-30,0.694
1994-10-1,0.697
1994-10-2,0.6965
1994-10-3,0.6942
1994-10-4,0.6908
1994-10-5,0.6924
1994-10-6,0.7007
1994-10-7,0.704
1994-10-8,0.7025
1994-10-9,0.7031
1994-10-10,0.704
1994-10-11,0.7026
1994-10-12,0.7045
1994-10-13,0.704
1994-10-14,0.6995
1994-10-15,0.6987
1994-10-16,0.6948
1994-10-17,0.6937
1994-10-18,0.6903
1994-10-19,0.6914
1994-10-20,0.6921
1994-10-21,0.6974
1994-10-22,0.6955
1994-10-23,0.6934
1994-10-24,0.6943
1994-10-25,0.6945
1994-10-26,0.6947
1994-10-27,0.6973
1994-10-28,0.6963
1994-10-29,0.6927
1994-10-30,0.6905
1994-10-31,0.6892
1994-11-1,0.6886
1994-11-2,0.6935
1994-11-3,0.6916
1994-11-4,0.6938
1994-11-5,0.692
1994-11-6,0.6873
1994-11-7,0.687
1994-11-8,0.6893
1994-11-9,0.6915
1994-11-10,0.6938
1994-11-11,0.6938
1994-11-12,0.6928
1994-11-13,0.692
1994-11-14,0.6935
1994-11-15,0.6949
1994-11-16,0.694
1994-11-17,0.693
1994-11-18,0.689
1994-11-19,0.6905
1994-11-20,0.6885
1994-11-21,0.687
1994-11-22,0.6847
1994-11-23,0.6858
1994-11-24,0.6877
1994-11-25,0.695
1994-11-26,0.6945
1994-11-27,0.6956
1994-11-28,0.6962
1994-11-29,0.693
1994-11-30,0.6917
1994-12-1,0.692
1994-12-2,0.6953
1994-12-3,0.6935
1994-12-4,0.6902
1994-12-5,0.6908
1994-12-6,0.6896
1994-12-7,0.6902
1994-12-8,0.6895
1994-12-9,0.6879
1994-12-10,0.6885
1994-12-11,0.6887
1994-12-12,0.6865
1994-12-13,0.6885
1994-12-14,0.6902
1994-12-15,0.6915
1994-12-16,0.6905
1994-12-17,0.6907
1994-12-18,0.6895
1994-12-19,0.69
1994-12-20,0.6894
1994-12-21,0.6895
1994-12-22,0.6867
1994-12-23,0.685
1994-12-24,0.6827
1994-12-25,0.684
1994-12-26,0.6848
1994-12-27,0.6872
1994-12-28,0.6789
1994-12-29,0.679
1994-12-30,0.678
1994-12-31,0.678
1995-1-1,0.6775
1995-1-2,0.6745
1995-1-3,0.6757
1995-1-4,0.673
1995-1-5,0.6724
1995-1-6,0.6697
1995-1-7,0.6655
1995-1-8,0.663
1995-1-9,0.6592
1995-1-10,0.6557
1995-1-11,0.6523
1995-1-12,0.6534
1995-1-13,0.6478
1995-1-14,0.6497
1995-1-15,0.653
1995-1-16,0.6525
1995-1-17,0.641
1995-1-18,0.6495
1995-1-19,0.6502
1995-1-20,0.6498
1995-1-21,0.6433
1995-1-22,0.643
1995-1-23,0.6448
1995-1-24,0.6393
1995-1-25,0.6385
1995-1-26,0.6373
1995-1-27,0.6418
1995-1-28,0.638
1995-1-29,0.6414
1995-1-30,0.6415
1995-1-31,0.6421
1995-2-1,0.6435
1995-2-2,0.6443
1995-2-3,0.6403
1995-2-4,0.6403
1995-2-5,0.647
1995-2-6,0.6465
1995-2-7,0.646
1995-2-8,0.6435
1995-2-9,0.6433
1995-2-10,0.6385
1995-2-11,0.6335
1995-2-12,0.6342
1995-2-13,0.6378
1995-2-14,0.6361
1995-2-15,0.636
1995-2-16,0.6358
1995-2-17,0.633
1995-2-18,0.634
1995-2-19,0.636
1995-2-20,0.6337
1995-2-21,0.6363
1995-2-22,0.6305
1995-2-23,0.6335
1995-2-24,0.6347
1995-2-25,0.636
1995-2-26,0.6385
1995-2-27,0.6413
1995-2-28,0.6412
1995-3-1,0.6375
1995-3-2,0.6398
1995-3-3,0.6425
1995-3-4,0.6427
1995-3-5,0.6415
1995-3-6,0.637
1995-3-7,0.641
1995-3-8,0.6415
1995-3-9,0.6443
1995-3-10,0.646
1995-3-11,0.6459
1995-3-12,0.6445
1995-3-13,0.645
1995-3-14,0.6412
1995-3-15,0.641
1995-3-16,0.6365
1995-3-17,0.6255
1995-3-18,0.6225
1995-3-19,0.621
1995-3-20,0.6233
1995-3-21,0.627
1995-3-22,0.6265
1995-3-23,0.6235
1995-3-24,0.6225
1995-3-25,0.6328
1995-3-26,0.6268
1995-3-27,0.625
1995-3-28,0.6245
1995-3-29,0.624
1995-3-30,0.6275
1995-3-31,0.6245
1995-4-1,0.6255
1995-4-2,0.6245
1995-4-3,0.6274
1995-4-4,0.628
1995-4-5,0.622
1995-4-6,0.6207
1995-4-7,0.6255
1995-4-8,0.6233
1995-4-9,0.619
1995-4-10,0.6182
1995-4-11,0.6164
1995-4-12,0.6092
1995-4-13,0.6067
1995-4-14,0.605
1995-4-15,0.6027
1995-4-16,0.6
1995-4-17,0.5986
1995-4-18,0.597
1995-4-19,0.6
1995-4-20,0.5955
1995-4-21,0.596
1995-4-22,0.591
1995-4-23,0.579
1995-4-24,0.587
1995-4-25,0.5843
1995-4-26,0.581
1995-4-27,0.5788
1995-4-28,0.5835
1995-4-29,0.5848
1995-4-30,0.584
1995-5-1,0.5835
1995-5-2,0.5823
1995-5-3,0.5803
1995-5-4,0.577
1995-5-5,0.569
1995-5-6,0.5655
1995-5-7,0.5692
1995-5-8,0.5668
1995-5-9,0.5725
1995-5-10,0.5705
1995-5-11,0.573
1995-5-12,0.577
1995-5-13,0.5787
1995-5-14,0.5883
1995-5-15,0.585
1995-5-16,0.5815
1995-5-17,0.5822
1995-5-18,0.581
1995-5-19,0.586
1995-5-20,0.5933
1995-5-21,0.594
1995-5-22,0.588
1995-5-23,0.5865
1995-5-24,0.5915
1995-5-25,0.5863
1995-5-26,0.5875
1995-5-27,0.5863
1995-5-28,0.5823
1995-5-29,0.5837
1995-5-30,0.591
1995-5-31,0.587
1995-6-1,0.5842
1995-6-2,0.5824
1995-6-3,0.5795
1995-6-4,0.5793
1995-6-5,0.5852
1995-6-6,0.5786
1995-6-7,0.576
1995-6-8,0.5762
1995-6-9,0.5761
1995-6-10,0.5772
1995-6-11,0.584
1995-6-12,0.5875
1995-6-13,0.587
1995-6-14,0.583
1995-6-15,0.579
1995-6-16,0.578
1995-6-17,0.5796
1995-6-18,0.5832
1995-6-19,0.5785
1995-6-20,0.5807
1995-6-21,0.5862
1995-6-22,0.5825
1995-6-23,0.5823
1995-6-24,0.566
1995-6-25,0.5633
1995-6-26,0.563
1995-6-27,0.561
1995-6-28,0.5622
1995-6-29,0.5626
1995-6-30,0.5637
1995-7-1,0.562
1995-7-2,0.5536
1995-7-3,0.5524
1995-7-4,0.549
1995-7-5,0.5493
1995-7-6,0.5512
1995-7-7,0.5502
1995-7-8,0.5485
1995-7-9,0.548
1995-7-10,0.5525
1995-7-11,0.5536
1995-7-12,0.552
1995-7-13,0.549
1995-7-14,0.5518
1995-7-15,0.5533
1995-7-16,0.558
1995-7-17,0.5545
1995-7-18,0.5597
1995-7-19,0.5593
1995-7-20,0.5615
1995-7-21,0.5595
1995-7-22,0.5539
1995-7-23,0.5513
1995-7-24,0.553
1995-7-25,0.5555
1995-7-26,0.5552
1995-7-27,0.5535
1995-7-28,0.5515
1995-7-29,0.545
1995-7-30,0.5437
1995-7-31,0.5448
1995-8-1,0.541
1995-8-2,0.5365
1995-8-3,0.5345
1995-8-4,0.533
1995-8-5,0.5352
1995-8-6,0.5324
1995-8-7,0.5312
1995-8-8,0.5323
1995-8-9,0.535
1995-8-10,0.5355
1995-8-11,0.5335
1995-8-12,0.533
1995-8-13,0.5325
1995-8-14,0.5358
1995-8-15,0.528
1995-8-16,0.5235
1995-8-17,0.5245
1995-8-18,0.5245
1995-8-19,0.513
1995-8-20,0.509
1995-8-21,0.508
1995-8-22,0.496
1995-8-23,0.4973
1995-8-24,0.5013
1995-8-25,0.496
1995-8-26,0.4963
1995-8-27,0.5173
1995-8-28,0.5175
1995-8-29,0.5298
1995-8-30,0.5176
1995-8-31,0.5085
1995-9-1,0.5166
1995-9-2,0.5139
1995-9-3,0.506
1995-9-4,0.5063
1995-9-5,0.52
1995-9-6,0.5175
1995-9-7,0.5125
1995-9-8,0.5195
1995-9-9,0.516
1995-9-10,0.5205
1995-9-11,0.5166
1995-9-12,0.5128
1995-9-13,0.514
1995-9-14,0.5173
1995-9-15,0.5255
1995-9-16,0.5225
1995-9-17,0.5267
1995-9-18,0.527
1995-9-19,0.527
1995-9-20,0.5251
1995-9-21,0.5206
1995-9-22,0.517
1995-9-23,0.5195
1995-9-24,0.511
1995-9-25,0.5138
1995-9-26,0.5135
1995-9-27,0.5173
1995-9-28,0.5115
1995-9-29,0.5095
1995-9-30,0.5135
1995-10-1,0.5165
1995-10-2,0.5135
1995-10-3,0.509
1995-10-4,0.5069
1995-10-5,0.5013
1995-10-6,0.5027
1995-10-7,0.5038
1995-10-8,0.5038
1995-10-9,0.5038
1995-10-10,0.5027
1995-10-11,0.5038
1995-10-12,0.4985
1995-10-13,0.4925
1995-10-14,0.491
1995-10-15,0.4912
1995-10-16,0.4885
1995-10-17,0.4838
1995-10-18,0.4928
1995-10-19,0.495
1995-10-20,0.5073
1995-10-21,0.5035
1995-10-22,0.5005
1995-10-23,0.5062
1995-10-24,0.5097
1995-10-25,0.5075
1995-10-26,0.5155
1995-10-27,0.5136
1995-10-28,0.514
1995-10-29,0.5075
1995-10-30,0.5093
1995-10-31,0.504
1995-11-1,0.5005
1995-11-2,0.496
1995-11-3,0.4905
1995-11-4,0.4939
1995-11-5,0.4968
1995-11-6,0.4935
1995-11-7,0.5025
1995-11-8,0.5
1995-11-9,0.503
1995-11-10,0.4987
1995-11-11,0.4968
1995-11-12,0.493
1995-11-13,0.5113
1995-11-14,0.5195
1995-11-15,0.5205
1995-11-16,0.541
1995-11-17,0.5395
1995-11-18,0.5312
1995-11-19,0.5357
1995-11-20,0.535
1995-11-21,0.5263
1995-11-22,0.526
1995-11-23,0.5255
1995-11-24,0.5253
1995-11-25,0.5225
1995-11-26,0.5202
1995-11-27,0.522
1995-11-28,0.5258
1995-11-29,0.5295
1995-11-30,0.5305
1995-12-1,0.5303
1995-12-2,0.5331
1995-12-3,0.5395
1995-12-4,0.5385
1995-12-5,0.536
1995-12-6,0.528
1995-12-7,0.5295
1995-12-8,0.5378
1995-12-9,0.5385
1995-12-10,0.5345
1995-12-11,0.539
1995-12-12,0.5412
1995-12-13,0.537
1995-12-14,0.5325
1995-12-15,0.5338
1995-12-16,0.5315
1995-12-17,0.5285
1995-12-18,0.527
1995-12-19,0.5245
1995-12-20,0.5275
1995-12-21,0.5232
1995-12-22,0.5213
1995-12-23,0.5214
1995-12-24,0.5185
1995-12-25,0.5155
1995-12-26,0.5214
1995-12-27,0.5225
1995-12-28,0.521
1995-12-29,0.5222
1995-12-30,0.522
1995-12-31,0.5248
1996-1-1,0.5215
1996-1-2,0.52
1996-1-3,0.5183
1996-1-4,0.5237
1996-1-5,0.5235
1996-1-6,0.52
1996-1-7,0.5243
1996-1-8,0.5262
1996-1-9,0.527
1996-1-10,0.533597
1996-1-11,0.537268
1996-1-12,0.538449
1996-1-13,0.540536
1996-1-14,0.540374
1996-1-15,0.546912
1996-1-16,0.547186
1996-1-17,0.54147
1996-1-18,0.540019
1996-1-19,0.540687
1996-1-20,0.537895
1996-1-21,0.536803
1996-1-22,0.540631
1996-1-23,0.542473
1996-1-24,0.537004
1996-1-25,0.534128
1996-1-26,0.536293
1996-1-27,0.535831
1996-1-28,0.53447
1996-1-29,0.538922
1996-1-30,0.543682
1996-1-31,0.545906
1996-2-1,0.550085
1996-2-2,0.553544
1996-2-3,0.551361
1996-2-4,0.559763
1996-2-5,0.554797
1996-2-6,0.551549
1996-2-7,0.551787
1996-2-8,0.549646
1996-2-9,0.547045
1996-2-10,0.538495
1996-2-11,0.538221
1996-2-12,0.539158
1996-2-13,0.54124
1996-2-14,0.542191
1996-2-15,0.536854
1996-2-16,0.531187
1996-2-17,0.527068
1996-2-18,0.525281
1996-2-19,0.524072
1996-2-20,0.528607
1996-2-21,0.530263
1996-2-22,0.528175
1996-2-23,0.531717
1996-2-24,0.532584
1996-2-25,0.534609
1996-2-26,0.535328
1996-2-27,0.534064
1996-2-28,0.527562
1996-2-29,0.532528
1996-3-1,0.529462
1996-3-2,0.52744
1996-3-3,0.531925
1996-3-4,0.531124
1996-3-5,0.533849
1996-3-6,0.536736
1996-3-7,0.539736
1996-3-8,0.537717
1996-3-9,0.535605
1996-3-10,0.534267
1996-3-11,0.530595
1996-3-12,0.534984
1996-3-13,0.535002
1996-3-14,0.532375
1996-3-15,0.530707
1996-3-16,0.532159
1996-3-17,0.529983
1996-3-18,0.535261
1996-3-19,0.542929
1996-3-20,0.541096
1996-3-21,0.54192
1996-3-22,0.539595
1996-3-23,0.545693
1996-3-24,0.549023
1996-3-25,0.548461
1996-3-26,0.547042
1996-3-27,0.547924
1996-3-28,0.548267
1996-3-29,0.54758
1996-3-30,0.548963
1996-3-31,0.551296
1996-4-1,0.55584
1996-4-2,0.559763
1996-4-3,0.561217
1996-4-4,0.559189
1996-4-5,0.557464
1996-4-6,0.563655
1996-4-7,0.560951
1996-4-8,0.561133
1996-4-9,0.562507
1996-4-10,0.560115
1996-4-11,0.560554
1996-4-12,0.557893
1996-4-13,0.55913
1996-4-14,0.561826
1996-4-15,0.552322
1996-4-16,0.548495
1996-4-17,0.545207
1996-4-18,0.543745
1996-4-19,0.533903
1996-4-20,0.53545
1996-4-21,0.535804
1996-4-22,0.53437
1996-4-23,0.529141
1996-4-24,0.536247
1996-4-25,0.525368
1996-4-26,0.532109
1996-4-27,0.531876
1996-4-28,0.530867
1996-4-29,0.533262
1996-4-30,0.535806
1996-5-1,0.540308
1996-5-2,0.539083
1996-5-3,0.535931
1996-5-4,0.534102
1996-5-5,0.534835
1996-5-6,0.531635
1996-5-7,0.530161
1996-5-8,0.530905
1996-5-9,0.533864
1996-5-10,0.536736
1996-5-11,0.535185
1996-5-12,0.533849
1996-5-13,0.530764
1996-5-14,0.529424
1996-5-15,0.533956
1996-5-16,0.529371
1996-5-17,0.529811
1996-5-18,0.526684
1996-5-19,0.524122
1996-5-20,0.527073
1996-5-21,0.524477
1996-5-22,0.522508
1996-5-23,0.523003
1996-5-24,0.524925
1996-5-25,0.523942
1996-5-26,0.520362
1996-5-27,0.521524
1996-5-28,0.527822
1996-5-29,0.527173
1996-5-30,0.532259
1996-5-31,0.526726
1996-6-1,0.523829
1996-6-2,0.52352
1996-6-3,0.528086
1996-6-4,0.531111
1996-6-5,0.533237
1996-6-6,0.536333
1996-6-7,0.532121
1996-6-8,0.529234
1996-6-9,0.529455
1996-6-10,0.527609
1996-6-11,0.528538
1996-6-12,0.529886
1996-6-13,0.530158
1996-6-14,0.527409
1996-6-15,0.525064
1996-6-16,0.533764
1996-6-17,0.53401
1996-6-18,0.533397
1996-6-19,0.530911
1996-6-20,0.527229
1996-6-21,0.515786
1996-6-22,0.511326
1996-6-23,0.513165
1996-6-24,0.513105
1996-6-25,0.516696
1996-6-26,0.51448
1996-6-27,0.518912
1996-6-28,0.517901
1996-6-29,0.526421
1996-6-30,0.528058
1996-7-1,0.532486
1996-7-2,0.534077
